crop,date,gmb_price,private_buyer_price,export_price_usd
Wheat,2025-11-22,345.0,390.0,394.0
Wheat,2025-11-23,424.0,488.0,571.0
Wheat,2025-11-24,736.0,791.0,907.0
Wheat,2025-11-25,730.0,812.0,948.0
Wheat,2025-11-26,522.0,626.0,598.0
Wheat,2025-11-27,509.0,592.0,576.0
Wheat,2025-11-28,348.0,430.0,387.0
Wheat,2025-11-29,427.0,521.0,520.0
Wheat,2025-11-30,399.0,478.0,479.0
Wheat,2025-12-01,681.0,741.0,693.0
Wheat,2025-12-02,698.0,806.0,979.0
Wheat,2025-12-03,348.0,374.0,432.0
Wheat,2025-12-04,484.0,543.0,557.0
Wheat,2025-12-05,351.0,328.0,337.0
Wheat,2025-12-06,257.0,249.0,265.0
Wheat,2025-12-07,363.0,418.0,473.0
Wheat,2025-12-08,626.0,664.0,847.0
Wheat,2025-12-09,221.0,205.0,263.0
Wheat,2025-12-10,401.0,457.0,477.0
Wheat,2025-12-11,395.0,443.0,396.0
Wheat,2025-12-12,205.0,203.0,248.0
Wheat,2025-12-13,324.0,328.0,382.0
Wheat,2025-12-14,244.0,260.0,347.0
Wheat,2025-12-15,297.0,276.0,295.0
Wheat,2025-12-16,502.0,600.0,649.0
Wheat,2025-12-17,681.0,710.0,739.0
Wheat,2025-12-18,784.0,841.0,822.0
Wheat,2025-12-19,248.0,235.0,258.0
Wheat,2025-12-20,287.0,257.0,336.0
Wheat,2025-12-21,306.0,322.0,298.0
Wheat,2025-12-22,519.0,537.0,679.0
Wheat,2025-12-23,433.0,439.0,493.0
Wheat,2025-12-24,703.0,859.0,928.0
Wheat,2025-12-25,268.0,334.0,321.0
Wheat,2025-12-26,193.0,223.0,251.0
Wheat,2025-12-27,258.0,331.0,343.0
Wheat,2025-12-28,584.0,586.0,680.0
Wheat,2025-12-29,401.0,479.0,476.0
Wheat,2025-12-30,765.0,931.0,1010.0
Wheat,2025-12-31,366.0,365.0,440.0
Wheat,2026-01-01,493.0,501.0,502.0
Wheat,2026-01-02,315.0,364.0,378.0
Wheat,2026-01-03,586.0,656.0,621.0
Wheat,2026-01-04,758.0,726.0,693.0
Wheat,2026-01-05,311.0,333.0,373.0
Wheat,2026-01-06,371.0,395.0,386.0
Wheat,2026-01-07,490.0,561.0,667.0
Wheat,2026-01-08,483.0,497.0,479.0
Wheat,2026-01-09,549.0,576.0,568.0
Wheat,2026-01-10,412.0,439.0,506.0
Wheat,2026-01-11,416.0,400.0,470.0
Wheat,2026-01-12,539.0,526.0,665.0
Wheat,2026-01-13,552.0,539.0,534.0
Wheat,2026-01-14,545.0,646.0,639.0
Wheat,2026-01-15,632.0,615.0,718.0
Wheat,2026-01-16,504.0,597.0,639.0
Wheat,2026-01-17,644.0,729.0,717.0
Wheat,2026-01-18,465.0,540.0,592.0
Wheat,2026-01-19,405.0,523.0,472.0
Wheat,2026-01-20,519.0,602.0,743.0
Wheat,2026-01-21,256.0,267.0,331.0
Wheat,2026-01-22,684.0,700.0,857.0
Wheat,2026-01-23,416.0,385.0,418.0
Wheat,2026-01-24,577.0,712.0,623.0
Wheat,2026-01-25,362.0,348.0,399.0
Wheat,2026-01-26,316.0,350.0,339.0
Wheat,2026-01-27,712.0,730.0,814.0
Wheat,2026-01-28,510.0,574.0,602.0
Wheat,2026-01-29,464.0,472.0,565.0
Wheat,2026-01-30,370.0,431.0,438.0
Wheat,2026-01-31,481.0,554.0,571.0
Wheat,2026-02-01,769.0,936.0,962.0
Wheat,2026-02-02,408.0,469.0,512.0
Wheat,2026-02-03,287.0,306.0,300.0
Wheat,2026-02-04,599.0,584.0,683.0
Wheat,2026-02-05,562.0,568.0,699.0
Wheat,2026-02-06,739.0,680.0,759.0
Wheat,2026-02-07,245.0,275.0,250.0
Wheat,2026-02-08,711.0,789.0,908.0
Wheat,2026-02-09,270.0,246.0,280.0
Wheat,2026-02-10,769.0,765.0,838.0
Wheat,2026-02-11,666.0,613.0,777.0
Wheat,2026-02-12,484.0,516.0,563.0
Wheat,2026-02-13,774.0,911.0,809.0
Wheat,2026-02-14,674.0,710.0,750.0
Wheat,2026-02-15,578.0,623.0,559.0
Wheat,2026-02-16,697.0,719.0,894.0
Wheat,2026-02-17,488.0,466.0,460.0
Wheat,2026-02-18,458.0,566.0,538.0
Wheat,2026-02-19,428.0,476.0,575.0
Wheat,2026-02-20,300.0,343.0,350.0
Wheat,2026-02-21,633.0,695.0,871.0
Wheat,2026-02-22,647.0,702.0,707.0
Wheat,2026-02-23,240.0,254.0,259.0
Wheat,2026-02-24,716.0,757.0,934.0
Wheat,2026-02-25,680.0,666.0,722.0
Wheat,2026-02-26,580.0,688.0,763.0
Wheat,2026-02-27,667.0,784.0,755.0
Wheat,2026-02-28,272.0,314.0,382.0
Wheat,2026-03-01,323.0,409.0,346.0
Wheat,2026-03-02,647.0,644.0,856.0
Wheat,2026-03-03,287.0,289.0,289.0
Wheat,2026-03-04,212.0,223.0,282.0
Wheat,2026-03-05,476.0,518.0,628.0
Wheat,2026-03-06,779.0,874.0,818.0
Wheat,2026-03-07,438.0,474.0,491.0
Wheat,2026-03-08,483.0,509.0,498.0
Wheat,2026-03-09,607.0,620.0,704.0
Wheat,2026-03-10,399.0,510.0,489.0
Wheat,2026-03-11,502.0,545.0,695.0
Wheat,2026-03-12,616.0,678.0,628.0
Wheat,2026-03-13,406.0,455.0,451.0
Wheat,2026-03-14,715.0,703.0,794.0
Wheat,2026-03-15,726.0,669.0,771.0
Wheat,2026-03-16,271.0,337.0,290.0
Wheat,2026-03-17,319.0,366.0,385.0
Wheat,2026-03-18,309.0,334.0,381.0
Wheat,2026-03-19,395.0,387.0,369.0
Wheat,2026-03-20,616.0,710.0,691.0
Wheat,2026-03-21,572.0,641.0,585.0
Wheat,2026-03-22,398.0,474.0,509.0
Wheat,2026-03-23,235.0,273.0,262.0
Wheat,2026-03-24,379.0,452.0,523.0
Wheat,2026-03-25,778.0,878.0,1003.0
Wheat,2026-03-26,281.0,285.0,287.0
Wheat,2026-03-27,404.0,496.0,475.0
Wheat,2026-03-28,358.0,451.0,444.0
Wheat,2026-03-29,551.0,572.0,575.0
Wheat,2026-03-30,599.0,632.0,785.0
Wheat,2026-03-31,313.0,348.0,369.0
Wheat,2026-04-01,641.0,695.0,759.0
Wheat,2026-04-02,362.0,398.0,410.0
Wheat,2026-04-03,841.0,784.0,792.0
Wheat,2026-04-04,214.0,221.0,262.0
Soybeans,2025-04-05,749.0,718.0,800.0
Soybeans,2025-04-06,536.0,585.0,642.0
Soybeans,2025-04-07,525.0,494.0,591.0
Soybeans,2025-04-08,344.0,387.0,376.0
Soybeans,2025-04-09,209.0,221.0,232.0
Soybeans,2025-04-10,252.0,268.0,345.0
Soybeans,2025-04-11,355.0,417.0,482.0
Soybeans,2025-04-12,582.0,662.0,737.0
Soybeans,2025-04-13,658.0,744.0,803.0
Soybeans,2025-04-14,540.0,608.0,682.0
Soybeans,2025-04-15,223.0,203.0,232.0
Soybeans,2025-04-16,683.0,773.0,752.0
Soybeans,2025-04-17,409.0,455.0,486.0
Soybeans,2025-04-18,875.0,779.0,969.0
Soybeans,2025-04-19,209.0,226.0,298.0
Soybeans,2025-04-20,718.0,757.0,820.0
Soybeans,2025-04-21,516.0,512.0,625.0
Soybeans,2025-04-22,418.0,430.0,436.0
Soybeans,2025-04-23,717.0,689.0,743.0
Soybeans,2025-04-24,711.0,732.0,865.0
Soybeans,2025-04-25,718.0,803.0,790.0
Soybeans,2025-04-26,265.0,298.0,267.0
Soybeans,2025-04-27,274.0,333.0,384.0
Soybeans,2025-04-28,660.0,582.0,766.0
Soybeans,2025-04-29,663.0,822.0,748.0
Soybeans,2025-04-30,789.0,836.0,858.0
Soybeans,2025-05-01,274.0,283.0,337.0
Soybeans,2025-05-02,709.0,625.0,814.0
Soybeans,2025-05-03,807.0,750.0,782.0
Soybeans,2025-05-04,218.0,235.0,275.0
Soybeans,2025-05-05,424.0,485.0,548.0
Soybeans,2025-05-06,808.0,805.0,907.0
Soybeans,2025-05-07,712.0,717.0,750.0
Soybeans,2025-05-08,209.0,196.0,215.0
Soybeans,2025-05-09,383.0,397.0,455.0
Soybeans,2025-05-10,216.0,251.0,257.0
Soybeans,2025-05-11,345.0,443.0,456.0
Soybeans,2025-05-12,249.0,326.0,329.0
Soybeans,2025-05-13,469.0,513.0,556.0
Soybeans,2025-05-14,480.0,464.0,622.0
Soybeans,2025-05-15,529.0,663.0,716.0
Soybeans,2025-05-16,853.0,952.0,852.0
Soybeans,2025-05-17,751.0,711.0,726.0
Soybeans,2025-05-18,756.0,920.0,789.0
Soybeans,2025-05-19,211.0,215.0,257.0
Soybeans,2025-05-20,494.0,534.0,602.0
Soybeans,2025-05-21,330.0,328.0,320.0
Soybeans,2025-05-22,450.0,482.0,526.0
Soybeans,2025-05-23,776.0,828.0,787.0
Soybeans,2025-05-24,367.0,411.0,472.0
Soybeans,2025-05-25,254.0,313.0,349.0
Soybeans,2025-05-26,733.0,841.0,816.0
Soybeans,2025-05-27,818.0,869.0,818.0
Soybeans,2025-05-28,321.0,338.0,401.0
Soybeans,2025-05-29,247.0,296.0,267.0
Soybeans,2025-05-30,384.0,434.0,411.0
Soybeans,2025-05-31,709.0,845.0,817.0
Soybeans,2025-06-01,339.0,347.0,423.0
Soybeans,2025-06-02,259.0,290.0,286.0
Soybeans,2025-06-03,322.0,362.0,314.0
Soybeans,2025-06-04,320.0,281.0,379.0
Soybeans,2025-06-05,218.0,208.0,260.0
Soybeans,2025-06-06,402.0,378.0,419.0
Soybeans,2025-06-07,668.0,785.0,750.0
Soybeans,2025-06-08,715.0,863.0,930.0
Soybeans,2025-06-09,428.0,462.0,423.0
Soybeans,2025-06-10,525.0,666.0,605.0
Soybeans,2025-06-11,238.0,265.0,305.0
Soybeans,2025-06-12,775.0,757.0,961.0
Soybeans,2025-06-13,533.0,554.0,620.0
Soybeans,2025-06-14,424.0,438.0,509.0
Soybeans,2025-06-15,499.0,612.0,614.0
Soybeans,2025-06-16,332.0,337.0,406.0
Soybeans,2025-06-17,493.0,460.0,528.0
Soybeans,2025-06-18,839.0,782.0,856.0
Soybeans,2025-06-19,410.0,453.0,487.0
Soybeans,2025-06-20,537.0,536.0,525.0
Soybeans,2025-06-21,587.0,619.0,632.0
Soybeans,2025-06-22,639.0,622.0,647.0
Soybeans,2025-06-23,844.0,811.0,896.0
Soybeans,2025-06-24,418.0,534.0,504.0
Soybeans,2025-06-25,680.0,788.0,730.0
Soybeans,2025-06-26,669.0,729.0,669.0
Soybeans,2025-06-27,299.0,334.0,388.0
Soybeans,2025-06-28,552.0,587.0,584.0
Soybeans,2025-06-29,322.0,403.0,411.0
Soybeans,2025-06-30,292.0,364.0,381.0
Soybeans,2025-07-01,585.0,605.0,771.0
Soybeans,2025-07-02,651.0,788.0,833.0
Soybeans,2025-07-03,373.0,377.0,391.0
Soybeans,2025-07-04,604.0,732.0,823.0
Soybeans,2025-07-05,245.0,283.0,304.0
Soybeans,2025-07-06,636.0,698.0,773.0
Soybeans,2025-07-07,757.0,926.0,848.0
Soybeans,2025-07-08,820.0,846.0,939.0
Soybeans,2025-07-09,347.0,356.0,376.0
Soybeans,2025-07-10,430.0,450.0,421.0
Soybeans,2025-07-11,726.0,847.0,854.0
Soybeans,2025-07-12,304.0,339.0,308.0
Soybeans,2025-07-13,193.0,212.0,236.0
Soybeans,2025-07-14,457.0,551.0,581.0
Soybeans,2025-07-15,340.0,365.0,421.0
Soybeans,2025-07-16,285.0,324.0,340.0
Soybeans,2025-07-17,328.0,374.0,426.0
Soybeans,2025-07-18,659.0,678.0,723.0
Soybeans,2025-07-19,661.0,871.0,873.0
Soybeans,2025-07-20,552.0,670.0,697.0
Soybeans,2025-07-21,252.0,309.0,307.0
Soybeans,2025-07-22,410.0,506.0,543.0
Soybeans,2025-07-23,570.0,602.0,670.0
Soybeans,2025-07-24,370.0,373.0,372.0
Soybeans,2025-07-25,499.0,465.0,511.0
Soybeans,2025-07-26,585.0,698.0,631.0
Soybeans,2025-07-27,601.0,627.0,835.0
Soybeans,2025-07-28,533.0,553.0,650.0
Soybeans,2025-07-29,555.0,604.0,602.0
Soybeans,2025-07-30,465.0,522.0,480.0
Soybeans,2025-07-31,363.0,384.0,420.0
Soybeans,2025-08-01,519.0,526.0,541.0
Soybeans,2025-08-02,252.0,254.0,295.0
Soybeans,2025-08-03,725.0,789.0,898.0
Soybeans,2025-08-04,824.0,918.0,859.0
Soybeans,2025-08-05,732.0,766.0,999.0
Soybeans,2025-08-06,694.0,740.0,764.0
Soybeans,2025-08-07,247.0,313.0,315.0
Soybeans,2025-08-08,704.0,723.0,827.0
Soybeans,2025-08-09,537.0,608.0,647.0
Soybeans,2025-08-10,761.0,731.0,853.0
Soybeans,2025-08-11,274.0,271.0,263.0
Soybeans,2025-08-12,427.0,410.0,534.0
Soybeans,2025-08-13,268.0,278.0,271.0
Soybeans,2025-08-14,455.0,478.0,522.0
Soybeans,2025-08-15,432.0,519.0,461.0
Soybeans,2025-08-16,432.0,514.0,554.0
Soybeans,2025-08-17,344.0,358.0,424.0
Soybeans,2025-08-18,490.0,476.0,481.0
Soybeans,2025-08-19,733.0,808.0,756.0
Soybeans,2025-08-20,468.0,472.0,474.0
Soybeans,2025-08-21,623.0,586.0,663.0
Soybeans,2025-08-22,724.0,876.0,918.0
Soybeans,2025-08-23,590.0,625.0,733.0
Soybeans,2025-08-24,324.0,328.0,330.0
Soybeans,2025-08-25,771.0,932.0,815.0
Soybeans,2025-08-26,519.0,634.0,682.0
Soybeans,2025-08-27,290.0,267.0,317.0
Soybeans,2025-08-28,852.0,941.0,873.0
Soybeans,2025-08-29,247.0,283.0,326.0
Soybeans,2025-08-30,299.0,299.0,320.0
Soybeans,2025-08-31,593.0,689.0,625.0
Soybeans,2025-09-01,615.0,673.0,807.0
Soybeans,2025-09-02,678.0,736.0,828.0
Soybeans,2025-09-03,347.0,374.0,341.0
Soybeans,2025-09-04,505.0,495.0,569.0
Soybeans,2025-09-05,235.0,227.0,287.0
Soybeans,2025-09-06,395.0,479.0,419.0
Soybeans,2025-09-07,427.0,447.0,558.0
Soybeans,2025-09-08,594.0,734.0,753.0
Soybeans,2025-09-09,713.0,810.0,852.0
Soybeans,2025-09-10,489.0,494.0,606.0
Soybeans,2025-09-11,514.0,478.0,567.0
Soybeans,2025-09-12,789.0,893.0,954.0
Soybeans,2025-09-13,424.0,412.0,483.0
Soybeans,2025-09-14,355.0,366.0,380.0
Soybeans,2025-09-15,397.0,350.0,366.0
Soybeans,2025-09-16,361.0,395.0,395.0
Soybeans,2025-09-17,686.0,869.0,759.0
Soybeans,2025-09-18,240.0,285.0,322.0
Soybeans,2025-09-19,460.0,445.0,439.0
Soybeans,2025-09-20,497.0,555.0,546.0
Soybeans,2025-09-21,530.0,618.0,721.0
Soybeans,2025-09-22,247.0,250.0,247.0
Soybeans,2025-09-23,770.0,798.0,815.0
Soybeans,2025-09-24,370.0,383.0,442.0
Soybeans,2025-09-25,313.0,323.0,391.0
Soybeans,2025-09-26,830.0,821.0,1009.0
Soybeans,2025-09-27,604.0,772.0,729.0
Soybeans,2025-09-28,274.0,309.0,327.0
Soybeans,2025-09-29,349.0,426.0,484.0
Soybeans,2025-09-30,639.0,674.0,710.0
Soybeans,2025-10-01,285.0,311.0,342.0
Soybeans,2025-10-02,583.0,628.0,732.0
Soybeans,2025-10-03,386.0,428.0,443.0
Soybeans,2025-10-04,270.0,294.0,270.0
Soybeans,2025-10-05,250.0,240.0,267.0
Soybeans,2025-10-06,225.0,274.0,296.0
Soybeans,2025-10-07,314.0,319.0,331.0
Soybeans,2025-10-08,820.0,863.0,978.0
Soybeans,2025-10-09,747.0,672.0,744.0
Soybeans,2025-10-10,578.0,709.0,711.0
Soybeans,2025-10-11,728.0,902.0,849.0
Soybeans,2025-10-12,739.0,857.0,983.0
Soybeans,2025-10-13,457.0,550.0,518.0
Soybeans,2025-10-14,512.0,653.0,672.0
Soybeans,2025-10-15,400.0,486.0,444.0
Soybeans,2025-10-16,205.0,200.0,212.0
Soybeans,2025-10-17,539.0,609.0,619.0
Soybeans,2025-10-18,566.0,620.0,590.0
Soybeans,2025-10-19,232.0,268.0,325.0
Soybeans,2025-10-20,315.0,322.0,391.0
Soybeans,2025-10-21,625.0,708.0,697.0
Soybeans,2025-10-22,269.0,313.0,332.0
Soybeans,2025-10-23,538.0,575.0,656.0
Soybeans,2025-10-24,582.0,558.0,664.0
Soybeans,2025-10-25,724.0,849.0,903.0
Soybeans,2025-10-26,240.0,232.0,304.0
Soybeans,2025-10-27,633.0,673.0,809.0
Soybeans,2025-10-28,369.0,442.0,454.0
Soybeans,2025-10-29,276.0,307.0,320.0
Soybeans,2025-10-30,654.0,704.0,737.0
Soybeans,2025-10-31,718.0,744.0,833.0
Soybeans,2025-11-01,570.0,616.0,596.0
Soybeans,2025-11-02,227.0,232.0,255.0
Soybeans,2025-11-03,511.0,571.0,610.0
Soybeans,2025-11-04,461.0,460.0,511.0
Soybeans,2025-11-05,791.0,865.0,797.0
Soybeans,2025-11-06,210.0,225.0,281.0
Soybeans,2025-11-07,540.0,580.0,617.0
Soybeans,2025-11-08,605.0,674.0,741.0
Soybeans,2025-11-09,309.0,324.0,356.0
Soybeans,2025-11-10,760.0,850.0,859.0
Soybeans,2025-11-11,198.0,236.0,264.0
Soybeans,2025-11-12,344.0,379.0,370.0
Soybeans,2025-11-13,635.0,725.0,796.0
Soybeans,2025-11-14,771.0,837.0,835.0
Soybeans,2025-11-15,335.0,380.0,361.0
Soybeans,2025-11-16,295.0,328.0,335.0
Soybeans,2025-11-17,356.0,324.0,395.0
Soybeans,2025-11-18,645.0,744.0,812.0
Soybeans,2025-11-19,587.0,615.0,742.0
Soybeans,2025-11-20,632.0,639.0,669.0
Soybeans,2025-11-21,261.0,247.0,282.0
Soybeans,2025-11-22,625.0,744.0,798.0
Soybeans,2025-11-23,363.0,395.0,389.0
Soybeans,2025-11-24,328.0,385.0,389.0
Soybeans,2025-11-25,315.0,321.0,358.0
Soybeans,2025-11-26,642.0,739.0,779.0
Soybeans,2025-11-27,529.0,660.0,729.0
Soybeans,2025-11-28,282.0,286.0,346.0
Soybeans,2025-11-29,588.0,740.0,667.0
Soybeans,2025-11-30,673.0,700.0,711.0
Soybeans,2025-12-01,310.0,327.0,312.0
Soybeans,2025-12-02,245.0,304.0,325.0
Soybeans,2025-12-03,238.0,228.0,299.0
Soybeans,2025-12-04,774.0,879.0,925.0
Soybeans,2025-12-05,707.0,716.0,743.0
Soybeans,2025-12-06,407.0,394.0,427.0
Soybeans,2025-12-07,455.0,528.0,614.0
Soybeans,2025-12-08,670.0,711.0,744.0
Soybeans,2025-12-09,337.0,316.0,320.0
Soybeans,2025-12-10,608.0,678.0,656.0
Soybeans,2025-12-11,264.0,272.0,338.0
Soybeans,2025-12-12,684.0,821.0,747.0
Soybeans,2025-12-13,368.0,437.0,445.0
Soybeans,2025-12-14,598.0,617.0,675.0
Soybeans,2025-12-15,731.0,791.0,925.0
Soybeans,2025-12-16,530.0,592.0,646.0
Soybeans,2025-12-17,423.0,533.0,555.0
Soybeans,2025-12-18,506.0,574.0,509.0
Soybeans,2025-12-19,353.0,403.0,354.0
Soybeans,2025-12-20,783.0,822.0,860.0
Soybeans,2025-12-21,322.0,362.0,342.0
Soybeans,2025-12-22,821.0,826.0,927.0
Soybeans,2025-12-23,466.0,445.0,557.0
Soybeans,2025-12-24,246.0,268.0,248.0
Soybeans,2025-12-25,393.0,433.0,428.0
Soybeans,2025-12-26,533.0,535.0,556.0
Soybeans,2025-12-27,276.0,310.0,294.0
Soybeans,2025-12-28,472.0,552.0,530.0
Soybeans,2025-12-29,616.0,566.0,697.0
Soybeans,2025-12-30,209.0,209.0,237.0
Soybeans,2025-12-31,296.0,321.0,332.0
Soybeans,2026-01-01,644.0,624.0,628.0
Soybeans,2026-01-02,388.0,396.0,412.0
Soybeans,2026-01-03,287.0,295.0,372.0
Soybeans,2026-01-04,670.0,788.0,780.0
Soybeans,2026-01-05,480.0,483.0,491.0
Soybeans,2026-01-06,344.0,359.0,370.0
Soybeans,2026-01-07,320.0,393.0,382.0
Soybeans,2026-01-08,442.0,504.0,485.0
Soybeans,2026-01-09,312.0,343.0,373.0
Soybeans,2026-01-10,710.0,706.0,939.0
Soybeans,2026-01-11,472.0,515.0,537.0
Soybeans,2026-01-12,340.0,372.0,377.0
Soybeans,2026-01-13,455.0,479.0,543.0
Soybeans,2026-01-14,422.0,443.0,463.0
Soybeans,2026-01-15,477.0,610.0,568.0
Soybeans,2026-01-16,264.0,309.0,334.0
Soybeans,2026-01-17,223.0,210.0,209.0
Soybeans,2026-01-18,760.0,779.0,831.0
Soybeans,2026-01-19,727.0,807.0,802.0
Soybeans,2026-01-20,858.0,764.0,980.0
Soybeans,2026-01-21,489.0,552.0,508.0
Soybeans,2026-01-22,541.0,506.0,568.0
Soybeans,2026-01-23,753.0,794.0,865.0
Soybeans,2026-01-24,525.0,589.0,581.0
Soybeans,2026-01-25,695.0,714.0,827.0
Soybeans,2026-01-26,638.0,608.0,663.0
Soybeans,2026-01-27,355.0,415.0,373.0
Soybeans,2026-01-28,623.0,671.0,757.0
Soybeans,2026-01-29,355.0,320.0,373.0
Soybeans,2026-01-30,726.0,726.0,799.0
Soybeans,2026-01-31,683.0,732.0,688.0
Soybeans,2026-02-01,720.0,764.0,996.0
Soybeans,2026-02-02,292.0,323.0,361.0
Soybeans,2026-02-03,654.0,644.0,735.0
Soybeans,2026-02-04,803.0,779.0,978.0
Soybeans,2026-02-05,570.0,599.0,657.0
Soybeans,2026-02-06,596.0,686.0,655.0
Soybeans,2026-02-07,729.0,886.0,966.0
Soybeans,2026-02-08,202.0,195.0,259.0
Soybeans,2026-02-09,468.0,500.0,570.0
Soybeans,2026-02-10,794.0,892.0,848.0
Soybeans,2026-02-11,247.0,216.0,290.0
Soybeans,2026-02-12,380.0,473.0,545.0
Soybeans,2026-02-13,727.0,776.0,912.0
Soybeans,2026-02-14,610.0,580.0,750.0
Soybeans,2026-02-15,624.0,633.0,656.0
Soybeans,2026-02-16,799.0,917.0,1011.0
Soybeans,2026-02-17,611.0,575.0,612.0
Soybeans,2026-02-18,300.0,325.0,350.0
Soybeans,2026-02-19,409.0,406.0,421.0
Soybeans,2026-02-20,609.0,641.0,719.0
Soybeans,2026-02-21,687.0,773.0,896.0
Soybeans,2026-02-22,693.0,782.0,741.0
Soybeans,2026-02-23,588.0,579.0,686.0
Soybeans,2026-02-24,489.0,487.0,450.0
Soybeans,2026-02-25,527.0,529.0,688.0
Soybeans,2026-02-26,387.0,373.0,387.0
Soybeans,2026-02-27,763.0,863.0,928.0
Soybeans,2026-02-28,581.0,600.0,601.0
Soybeans,2026-03-01,672.0,779.0,922.0
Soybeans,2026-03-02,612.0,640.0,720.0
Soybeans,2026-03-03,732.0,761.0,878.0
Soybeans,2026-03-04,587.0,591.0,685.0
Soybeans,2026-03-05,812.0,821.0,826.0
Soybeans,2026-03-06,386.0,404.0,526.0
Soybeans,2026-03-07,745.0,770.0,878.0
Soybeans,2026-03-08,449.0,489.0,506.0
Soybeans,2026-03-09,693.0,737.0,742.0
Soybeans,2026-03-10,815.0,741.0,795.0
Soybeans,2026-03-11,473.0,546.0,605.0
Soybeans,2026-03-12,496.0,557.0,661.0
Soybeans,2026-03-13,334.0,311.0,330.0
Soybeans,2026-03-14,489.0,508.0,558.0
Soybeans,2026-03-15,561.0,539.0,647.0
Soybeans,2026-03-16,317.0,326.0,370.0
Soybeans,2026-03-17,867.0,758.0,1009.0
Soybeans,2026-03-18,262.0,245.0,267.0
Soybeans,2026-03-19,235.0,289.0,327.0
Soybeans,2026-03-20,591.0,646.0,611.0
Soybeans,2026-03-21,205.0,236.0,244.0
Soybeans,2026-03-22,222.0,233.0,303.0
Soybeans,2026-03-23,286.0,312.0,330.0
Soybeans,2026-03-24,250.0,250.0,290.0
Soybeans,2026-03-25,317.0,352.0,363.0
Soybeans,2026-03-26,450.0,534.0,491.0
Soybeans,2026-03-27,674.0,676.0,698.0
Soybeans,2026-03-28,443.0,464.0,498.0
Soybeans,2026-03-29,313.0,363.0,334.0
Soybeans,2026-03-30,830.0,905.0,952.0
Soybeans,2026-03-31,383.0,457.0,488.0
Soybeans,2026-04-01,780.0,765.0,784.0
Soybeans,2026-04-02,281.0,336.0,363.0
Soybeans,2026-04-03,696.0,819.0,826.0
Soybeans,2026-04-04,655.0,820.0,847.0
Cotton,2025-04-05,283.0,357.0,305.0
Cotton,2025-04-06,460.0,533.0,598.0
Cotton,2025-04-07,410.0,498.0,514.0
Cotton,2025-04-08,729.0,745.0,830.0
Cotton,2025-04-09,580.0,641.0,638.0
Cotton,2025-04-10,489.0,439.0,552.0
Cotton,2025-04-11,720.0,853.0,982.0
Cotton,2025-04-12,736.0,758.0,812.0
Cotton,2025-04-13,649.0,695.0,684.0
Cotton,2025-04-14,307.0,323.0,368.0
Cotton,2025-04-15,450.0,476.0,494.0
Cotton,2025-04-16,330.0,373.0,363.0
Cotton,2025-04-17,327.0,322.0,374.0
Cotton,2025-04-18,640.0,750.0,634.0
Cotton,2025-04-19,702.0,750.0,676.0
Cotton,2025-04-20,370.0,436.0,481.0
Cotton,2025-04-21,393.0,438.0,440.0
Cotton,2025-04-22,751.0,688.0,845.0
Cotton,2025-04-23,345.0,406.0,431.0
Cotton,2025-04-24,424.0,447.0,513.0
Cotton,2025-04-25,271.0,255.0,295.0
Cotton,2025-04-26,363.0,376.0,367.0
Cotton,2025-04-27,257.0,257.0,297.0
Cotton,2025-04-28,717.0,777.0,815.0
Cotton,2025-04-29,822.0,815.0,826.0
Cotton,2025-04-30,446.0,528.0,547.0
Cotton,2025-05-01,246.0,280.0,332.0
Cotton,2025-05-02,559.0,559.0,632.0
Cotton,2025-05-03,483.0,451.0,538.0
Cotton,2025-05-04,364.0,449.0,398.0
Cotton,2025-05-05,388.0,451.0,435.0
Cotton,2025-05-06,692.0,664.0,722.0
Cotton,2025-05-07,441.0,398.0,452.0
Cotton,2025-05-08,616.0,644.0,706.0
Cotton,2025-05-09,314.0,343.0,405.0
Cotton,2025-05-10,383.0,396.0,359.0
Cotton,2025-05-11,576.0,761.0,801.0
Cotton,2025-05-12,360.0,396.0,419.0
Cotton,2025-05-13,408.0,468.0,444.0
Cotton,2025-05-14,752.0,756.0,889.0
Cotton,2025-05-15,315.0,385.0,396.0
Cotton,2025-05-16,583.0,644.0,643.0
Cotton,2025-05-17,604.0,652.0,803.0
Cotton,2025-05-18,454.0,471.0,542.0
Cotton,2025-05-19,319.0,309.0,317.0
Cotton,2025-05-20,377.0,467.0,405.0
Cotton,2025-05-21,309.0,327.0,310.0
Cotton,2025-05-22,224.0,228.0,227.0
Cotton,2025-05-23,460.0,500.0,576.0
Cotton,2025-05-24,684.0,847.0,756.0
Cotton,2025-05-25,299.0,324.0,420.0
Cotton,2025-05-26,435.0,566.0,601.0
Cotton,2025-05-27,709.0,656.0,817.0
Cotton,2025-05-28,659.0,706.0,678.0
Cotton,2025-05-29,633.0,686.0,686.0
Cotton,2025-05-30,729.0,822.0,850.0
Cotton,2025-05-31,750.0,888.0,975.0
Cotton,2025-06-01,450.0,525.0,588.0
Cotton,2025-06-02,617.0,765.0,729.0
Cotton,2025-06-03,582.0,544.0,674.0
Cotton,2025-06-04,602.0,554.0,628.0
Cotton,2025-06-05,632.0,684.0,908.0
Cotton,2025-06-06,403.0,367.0,408.0
Cotton,2025-06-07,672.0,714.0,755.0
Cotton,2025-06-08,669.0,749.0,739.0
Cotton,2025-06-09,530.0,576.0,636.0
Cotton,2025-06-10,198.0,242.0,244.0
