station,province,date,rainfall_mm,max_temp_c,min_temp_c,humidity_pct,wind_speed_kmh
Bulawayo,Bulawayo,2025-05-02,70.4,33.3,14.1,37.6,18.9
Bulawayo,Bulawayo,2025-05-03,69.9,21.1,15.6,36.3,0.8
Bulawayo,Bulawayo,2025-05-04,54.4,30.2,16.0,77.3,2.4
Bulawayo,Bulawayo,2025-05-05,8.4,33.0,15.0,45.0,22.1
Bulawayo,Bulawayo,2025-05-06,71.6,30.3,17.9,45.5,8.7
Bulawayo,Bulawayo,2025-05-07,69.1,29.2,12.3,58.8,20.6
Bulawayo,Bulawayo,2025-05-08,17.5,29.8,10.4,46.7,20.2
Bulawayo,Bulawayo,2025-05-09,11.9,23.3,18.8,67.1,15.0
Bulawayo,Bulawayo,2025-05-10,16.9,25.1,15.7,38.5,14.5
Bulawayo,Bulawayo,2025-05-11,32.7,27.2,11.1,35.9,28.9
Bulawayo,Bulawayo,2025-05-12,78.3,26.4,17.9,66.1,3.5
Bulawayo,Bulawayo,2025-05-13,23.7,24.7,16.0,61.9,27.7
Bulawayo,Bulawayo,2025-05-14,63.2,32.9,18.9,74.1,10.0
Bulawayo,Bulawayo,2025-05-15,17.2,28.6,16.9,51.3,25.5
Bulawayo,Bulawayo,2025-05-16,76.8,28.5,14.6,76.4,0.7
Bulawayo,Bulawayo,2025-05-17,10.3,32.7,17.3,52.9,26.7
Bulawayo,Bulawayo,2025-05-18,28.1,29.5,16.3,40.1,8.5
Bulawayo,Bulawayo,2025-05-19,73.3,22.8,11.7,56.4,2.8
Bulawayo,Bulawayo,2025-05-20,71.6,21.5,16.2,48.7,24.1
Bulawayo,Bulawayo,2025-05-21,47.2,25.8,19.8,33.6,17.3
Bulawayo,Bulawayo,2025-05-22,79.2,30.4,17.4,31.8,0.6
Bulawayo,Bulawayo,2025-05-23,2.9,34.9,19.8,48.4,8.7
Bulawayo,Bulawayo,2025-05-24,11.7,24.9,13.7,71.2,26.0
Bulawayo,Bulawayo,2025-05-25,59.7,29.7,17.7,70.6,14.3
Bulawayo,Bulawayo,2025-05-26,26.9,24.2,16.8,82.8,17.4
Bulawayo,Bulawayo,2025-05-27,73.0,20.2,17.9,76.9,18.9
Bulawayo,Bulawayo,2025-05-28,74.7,28.8,12.4,41.9,16.7
Bulawayo,Bulawayo,2025-05-29,72.5,21.1,16.0,72.3,3.5
Bulawayo,Bulawayo,2025-05-30,9.3,25.5,12.7,40.9,6.0
Bulawayo,Bulawayo,2025-05-31,10.5,29.2,16.9,68.7,16.0
Bulawayo,Bulawayo,2025-06-01,76.2,33.2,19.6,51.4,26.3
Bulawayo,Bulawayo,2025-06-02,61.0,25.1,11.1,67.5,4.1
Bulawayo,Bulawayo,2025-06-03,23.5,27.5,16.8,80.9,17.8
Bulawayo,Bulawayo,2025-06-04,53.7,24.7,16.9,54.1,25.7
Bulawayo,Bulawayo,2025-06-05,31.4,27.0,14.3,74.6,28.6
Bulawayo,Bulawayo,2025-06-06,26.2,27.1,17.1,79.2,14.8
Bulawayo,Bulawayo,2025-06-07,8.7,25.5,15.5,53.0,5.6
Bulawayo,Bulawayo,2025-06-08,3.0,30.3,19.9,80.6,20.5
Bulawayo,Bulawayo,2025-06-09,67.3,23.8,16.2,33.3,21.2
Bulawayo,Bulawayo,2025-06-10,77.6,32.9,15.3,73.4,28.3
Bulawayo,Bulawayo,2025-06-11,17.3,31.9,12.7,78.2,3.0
Bulawayo,Bulawayo,2025-06-12,14.3,30.8,11.7,38.7,16.7
Bulawayo,Bulawayo,2025-06-13,66.8,24.0,18.4,74.4,17.4
Bulawayo,Bulawayo,2025-06-14,51.7,20.6,13.7,44.5,4.5
Bulawayo,Bulawayo,2025-06-15,31.2,25.3,17.3,62.9,27.4
Bulawayo,Bulawayo,2025-06-16,11.6,20.9,15.3,30.1,23.6
Bulawayo,Bulawayo,2025-06-17,40.5,27.3,13.6,50.6,12.9
Bulawayo,Bulawayo,2025-06-18,1.3,21.3,15.1,38.3,23.4
Bulawayo,Bulawayo,2025-06-19,22.0,21.5,12.4,49.6,1.1
Bulawayo,Bulawayo,2025-06-20,11.3,24.9,13.1,74.0,25.3
Bulawayo,Bulawayo,2025-06-21,15.5,21.9,16.3,74.3,28.9
Bulawayo,Bulawayo,2025-06-22,0.5,26.2,17.3,75.6,1.9
Bulawayo,Bulawayo,2025-06-23,54.4,24.3,10.7,56.9,4.7
Bulawayo,Bulawayo,2025-06-24,59.0,31.1,18.4,50.8,0.4
Bulawayo,Bulawayo,2025-06-25,20.8,27.0,16.9,51.0,16.1
Bulawayo,Bulawayo,2025-06-26,41.9,22.5,16.2,54.2,24.2
Bulawayo,Bulawayo,2025-06-27,55.2,21.7,14.9,68.6,2.6
Bulawayo,Bulawayo,2025-06-28,63.4,23.3,15.0,81.7,17.1
Bulawayo,Bulawayo,2025-06-29,33.9,20.1,11.3,61.8,14.8
Bulawayo,Bulawayo,2025-06-30,29.1,33.8,13.3,59.5,17.1
Bulawayo,Bulawayo,2025-07-01,42.2,27.2,13.4,80.0,13.5
Bulawayo,Bulawayo,2025-07-02,42.3,29.8,10.7,73.0,15.4
Bulawayo,Bulawayo,2025-07-03,52.6,31.6,18.7,51.6,24.3
Bulawayo,Bulawayo,2025-07-04,20.7,29.9,11.0,31.1,2.9
Bulawayo,Bulawayo,2025-07-05,25.6,20.5,16.3,47.4,22.1
Bulawayo,Bulawayo,2025-07-06,3.7,23.3,14.1,51.0,3.9
Bulawayo,Bulawayo,2025-07-07,79.5,24.3,17.2,42.1,26.3
Bulawayo,Bulawayo,2025-07-08,31.0,33.5,13.4,30.5,15.5
Bulawayo,Bulawayo,2025-07-09,42.0,21.8,12.3,73.1,1.1
Bulawayo,Bulawayo,2025-07-10,39.2,28.0,16.9,32.1,17.6
Bulawayo,Bulawayo,2025-07-11,0.2,24.0,15.0,80.1,3.8
Bulawayo,Bulawayo,2025-07-12,13.5,30.0,13.7,64.3,29.9
Bulawayo,Bulawayo,2025-07-13,78.9,25.3,15.0,79.8,2.8
Bulawayo,Bulawayo,2025-07-14,36.2,25.7,12.9,84.7,22.0
Bulawayo,Bulawayo,2025-07-15,31.1,32.4,14.9,78.0,8.0
Bulawayo,Bulawayo,2025-07-16,17.9,23.7,15.4,46.0,4.4
Bulawayo,Bulawayo,2025-07-17,79.6,33.5,16.4,79.0,28.1
Bulawayo,Bulawayo,2025-07-18,54.1,27.8,18.8,61.2,3.8
Bulawayo,Bulawayo,2025-07-19,29.3,26.7,19.4,66.3,26.3
Bulawayo,Bulawayo,2025-07-20,60.6,24.6,17.2,40.7,12.2
Bulawayo,Bulawayo,2025-07-21,64.5,29.2,18.3,44.0,22.5
Bulawayo,Bulawayo,2025-07-22,16.2,28.2,14.3,60.6,4.1
Bulawayo,Bulawayo,2025-07-23,28.9,30.0,15.6,60.2,15.3
Bulawayo,Bulawayo,2025-07-24,75.5,34.0,13.6,49.4,16.6
Bulawayo,Bulawayo,2025-07-25,7.6,24.5,12.3,42.3,19.2
Bulawayo,Bulawayo,2025-07-26,30.7,22.6,18.9,78.1,25.9
Bulawayo,Bulawayo,2025-07-27,31.3,20.9,11.1,45.2,6.6
Bulawayo,Bulawayo,2025-07-28,69.9,34.8,18.2,70.1,17.7
Bulawayo,Bulawayo,2025-07-29,61.6,34.2,16.0,38.5,4.9
Bulawayo,Bulawayo,2025-07-30,46.7,25.0,19.1,63.6,20.3
Bulawayo,Bulawayo,2025-07-31,0.5,27.5,14.3,68.8,11.5
Bulawayo,Bulawayo,2025-08-01,78.1,30.1,16.6,80.6,29.9
Bulawayo,Bulawayo,2025-08-02,15.8,32.2,11.6,55.1,3.0
Bulawayo,Bulawayo,2025-08-03,49.9,27.0,16.3,67.3,18.6
Bulawayo,Bulawayo,2025-08-04,23.5,32.6,15.5,56.9,29.6
Bulawayo,Bulawayo,2025-08-05,22.7,27.9,16.8,36.9,10.6
Bulawayo,Bulawayo,2025-08-06,64.1,23.6,14.9,64.7,20.1
Bulawayo,Bulawayo,2025-08-07,58.3,33.0,13.9,68.9,22.0
Bulawayo,Bulawayo,2025-08-08,24.0,34.5,18.7,45.9,20.3
Bulawayo,Bulawayo,2025-08-09,57.4,26.5,18.6,68.0,19.7
Bulawayo,Bulawayo,2025-08-10,17.7,26.1,14.3,70.4,18.6
Bulawayo,Bulawayo,2025-08-11,6.9,24.6,14.7,70.5,22.3
Bulawayo,Bulawayo,2025-08-12,39.2,21.8,12.9,44.0,23.4
Bulawayo,Bulawayo,2025-08-13,14.4,27.0,16.7,83.1,30.0
Bulawayo,Bulawayo,2025-08-14,76.2,30.8,17.5,71.8,25.9
Bulawayo,Bulawayo,2025-08-15,76.1,26.7,14.2,55.3,19.8
Bulawayo,Bulawayo,2025-08-16,62.0,33.1,14.6,50.0,29.5
Bulawayo,Bulawayo,2025-08-17,18.6,23.3,17.2,39.9,12.0
Bulawayo,Bulawayo,2025-08-18,23.4,22.5,15.8,50.5,13.9
Bulawayo,Bulawayo,2025-08-19,15.7,31.5,13.1,48.8,7.6
Bulawayo,Bulawayo,2025-08-20,34.8,27.0,15.3,83.2,27.1
Bulawayo,Bulawayo,2025-08-21,48.8,20.6,16.1,34.9,21.3
Bulawayo,Bulawayo,2025-08-22,31.2,32.6,19.4,52.9,13.8
Bulawayo,Bulawayo,2025-08-23,47.2,23.0,19.3,53.8,5.0
Bulawayo,Bulawayo,2025-08-24,61.0,23.3,11.4,61.0,20.1
Bulawayo,Bulawayo,2025-08-25,45.6,29.8,11.2,56.2,10.7
Bulawayo,Bulawayo,2025-08-26,77.9,20.7,13.0,81.8,29.5
Bulawayo,Bulawayo,2025-08-27,66.0,21.1,15.6,52.0,24.2
Bulawayo,Bulawayo,2025-08-28,4.4,23.0,14.9,38.7,20.8
Bulawayo,Bulawayo,2025-08-29,65.7,30.6,14.4,78.3,4.1
Bulawayo,Bulawayo,2025-08-30,20.8,27.3,10.6,35.3,11.9
Bulawayo,Bulawayo,2025-08-31,75.5,33.6,14.7,37.8,5.3
Bulawayo,Bulawayo,2025-09-01,30.2,23.2,10.8,67.1,17.4
Bulawayo,Bulawayo,2025-09-02,23.3,31.7,17.8,57.0,2.9
Bulawayo,Bulawayo,2025-09-03,73.5,30.0,12.5,63.6,12.2
Bulawayo,Bulawayo,2025-09-04,50.8,27.1,14.9,70.5,18.4
Bulawayo,Bulawayo,2025-09-05,6.4,21.0,13.1,53.7,8.3
Bulawayo,Bulawayo,2025-09-06,52.1,22.9,17.0,72.5,3.7
Bulawayo,Bulawayo,2025-09-07,52.1,34.4,11.9,80.0,18.2
Bulawayo,Bulawayo,2025-09-08,47.3,20.8,17.5,56.3,21.6
Bulawayo,Bulawayo,2025-09-09,64.7,27.9,12.6,37.8,4.8
Bulawayo,Bulawayo,2025-09-10,69.4,21.9,13.8,48.4,26.0
Bulawayo,Bulawayo,2025-09-11,38.2,34.9,17.4,76.8,3.0
Bulawayo,Bulawayo,2025-09-12,20.2,22.0,14.6,69.5,5.1
Bulawayo,Bulawayo,2025-09-13,10.4,29.2,12.3,56.4,1.5
Bulawayo,Bulawayo,2025-09-14,54.4,28.1,16.5,45.1,8.4
Bulawayo,Bulawayo,2025-09-15,64.1,30.8,15.8,64.5,2.8
Bulawayo,Bulawayo,2025-09-16,68.5,31.5,15.9,80.5,5.1
Bulawayo,Bulawayo,2025-09-17,54.9,34.4,13.1,30.8,22.0
Bulawayo,Bulawayo,2025-09-18,0.6,33.1,10.6,65.9,11.3
Bulawayo,Bulawayo,2025-09-19,16.3,33.5,17.5,48.7,8.5
Bulawayo,Bulawayo,2025-09-20,58.9,32.5,17.2,65.2,6.8
Bulawayo,Bulawayo,2025-09-21,68.2,31.2,15.2,58.1,17.1
Bulawayo,Bulawayo,2025-09-22,66.3,31.1,18.6,57.9,18.7
Bulawayo,Bulawayo,2025-09-23,68.4,23.5,14.4,64.1,27.5
Bulawayo,Bulawayo,2025-09-24,1.3,23.2,12.3,48.0,8.5
Bulawayo,Bulawayo,2025-09-25,47.2,33.3,16.4,43.3,25.9
Bulawayo,Bulawayo,2025-09-26,50.6,23.3,13.6,73.4,22.2
Bulawayo,Bulawayo,2025-09-27,46.1,22.2,18.0,46.9,23.1
Bulawayo,Bulawayo,2025-09-28,51.8,24.0,12.1,37.2,7.3
Bulawayo,Bulawayo,2025-09-29,12.6,29.3,16.0,62.2,19.3
Bulawayo,Bulawayo,2025-09-30,65.2,33.7,12.3,62.3,2.4
Bulawayo,Bulawayo,2025-10-01,9.6,29.8,14.9,71.7,12.8
Bulawayo,Bulawayo,2025-10-02,10.2,33.1,10.8,40.4,8.3
Bulawayo,Bulawayo,2025-10-03,79.6,26.3,15.0,72.3,19.1
Bulawayo,Bulawayo,2025-10-04,67.3,27.3,19.7,73.8,12.0
Bulawayo,Bulawayo,2025-10-05,30.5,33.9,16.8,64.2,22.7
Bulawayo,Bulawayo,2025-10-06,44.9,22.4,13.2,60.7,0.5
Bulawayo,Bulawayo,2025-10-07,35.0,31.3,11.6,33.6,25.1
Bulawayo,Bulawayo,2025-10-08,49.4,22.6,18.1,66.2,10.0
Bulawayo,Bulawayo,2025-10-09,30.1,22.3,18.4,58.0,16.7
Bulawayo,Bulawayo,2025-10-10,70.7,20.2,10.7,38.9,0.9
Bulawayo,Bulawayo,2025-10-11,52.7,29.5,12.1,38.2,4.4
Bulawayo,Bulawayo,2025-10-12,76.3,30.4,15.9,47.7,13.0
Bulawayo,Bulawayo,2025-10-13,7.2,35.0,17.6,64.2,17.6
Bulawayo,Bulawayo,2025-10-14,40.3,23.9,12.3,60.2,2.1
Bulawayo,Bulawayo,2025-10-15,6.0,28.4,19.2,80.3,0.3
Bulawayo,Bulawayo,2025-10-16,8.6,28.7,18.5,82.5,25.8
Bulawayo,Bulawayo,2025-10-17,54.2,23.0,10.7,32.6,18.4
Bulawayo,Bulawayo,2025-10-18,2.9,31.1,17.1,34.4,27.2
Bulawayo,Bulawayo,2025-10-19,41.8,33.6,19.0,40.8,11.4
Bulawayo,Bulawayo,2025-10-20,10.8,31.6,15.0,81.1,6.2
Bulawayo,Bulawayo,2025-10-21,55.1,34.8,16.7,33.8,17.7
Bulawayo,Bulawayo,2025-10-22,14.4,20.5,13.3,44.6,23.7
Bulawayo,Bulawayo,2025-10-23,29.9,31.0,10.2,30.8,0.9
Bulawayo,Bulawayo,2025-10-24,17.5,25.6,16.1,84.2,10.6
Bulawayo,Bulawayo,2025-10-25,4.5,22.9,19.0,68.5,23.7
Bulawayo,Bulawayo,2025-10-26,9.9,22.0,11.1,77.1,6.3
Bulawayo,Bulawayo,2025-10-27,51.5,27.7,15.4,40.7,19.1
Bulawayo,Bulawayo,2025-10-28,3.4,34.9,10.3,32.8,9.7
Bulawayo,Bulawayo,2025-10-29,66.5,23.9,14.7,31.0,2.4
Bulawayo,Bulawayo,2025-10-30,48.6,22.9,16.9,73.2,25.5
Bulawayo,Bulawayo,2025-10-31,10.7,26.8,19.5,72.5,3.5
Bulawayo,Bulawayo,2025-11-01,40.2,33.8,14.4,76.1,14.9
Bulawayo,Bulawayo,2025-11-02,8.5,22.2,10.5,40.7,26.8
Bulawayo,Bulawayo,2025-11-03,52.0,31.1,16.2,51.3,6.5
Bulawayo,Bulawayo,2025-11-04,74.0,27.7,14.8,84.8,11.5
Bulawayo,Bulawayo,2025-11-05,68.3,32.9,12.3,35.2,29.3
Bulawayo,Bulawayo,2025-11-06,34.1,20.0,15.0,64.1,23.3
Bulawayo,Bulawayo,2025-11-07,75.4,33.7,19.4,31.8,21.4
Bulawayo,Bulawayo,2025-11-08,18.1,22.8,18.0,52.9,27.5
Bulawayo,Bulawayo,2025-11-09,3.4,32.0,11.4,39.7,14.3
Bulawayo,Bulawayo,2025-11-10,31.6,27.3,19.4,66.2,8.7
Bulawayo,Bulawayo,2025-11-11,13.8,26.3,14.5,63.1,8.0
Bulawayo,Bulawayo,2025-11-12,61.4,21.5,15.6,64.3,6.2
Bulawayo,Bulawayo,2025-11-13,66.1,29.2,16.5,57.4,27.3
Bulawayo,Bulawayo,2025-11-14,55.5,25.7,12.4,33.9,5.0
Bulawayo,Bulawayo,2025-11-15,79.4,26.1,19.0,39.4,12.8
Bulawayo,Bulawayo,2025-11-16,76.8,21.4,15.9,80.6,28.5
Bulawayo,Bulawayo,2025-11-17,67.7,32.8,16.5,42.1,21.9
Bulawayo,Bulawayo,2025-11-18,78.3,27.9,12.6,61.5,20.7
Bulawayo,Bulawayo,2025-11-19,16.7,30.8,15.9,63.7,9.2
Bulawayo,Bulawayo,2025-11-20,12.4,29.4,15.9,48.6,8.9
Bulawayo,Bulawayo,2025-11-21,27.8,27.3,19.7,72.0,25.6
Bulawayo,Bulawayo,2025-11-22,40.5,27.9,12.0,69.7,12.6
Bulawayo,Bulawayo,2025-11-23,59.4,26.1,11.1,39.5,24.3
Bulawayo,Bulawayo,2025-11-24,20.7,24.0,19.3,66.2,3.4
Bulawayo,Bulawayo,2025-11-25,11.5,24.1,15.9,71.4,8.2
Bulawayo,Bulawayo,2025-11-26,69.7,21.6,12.1,83.4,4.0
Bulawayo,Bulawayo,2025-11-27,71.0,30.6,10.7,56.6,15.6
Bulawayo,Bulawayo,2025-11-28,74.6,26.3,14.5,36.2,19.2
Bulawayo,Bulawayo,2025-11-29,16.9,21.2,20.0,44.8,4.2
Bulawayo,Bulawayo,2025-11-30,56.0,32.3,10.6,35.8,2.7
Bulawayo,Bulawayo,2025-12-01,3.8,29.9,15.9,66.5,15.2
Bulawayo,Bulawayo,2025-12-02,65.4,28.2,19.2,56.7,23.7
Bulawayo,Bulawayo,2025-12-03,32.6,26.5,18.5,35.9,16.9
Bulawayo,Bulawayo,2025-12-04,58.1,31.3,15.9,54.6,7.8
Bulawayo,Bulawayo,2025-12-05,72.8,25.5,18.0,31.7,7.0
Bulawayo,Bulawayo,2025-12-06,27.6,30.1,13.2,32.3,5.2
Bulawayo,Bulawayo,2025-12-07,20.7,22.6,12.0,72.3,12.4
Bulawayo,Bulawayo,2025-12-08,32.4,34.5,14.5,81.0,9.0
Bulawayo,Bulawayo,2025-12-09,32.1,25.9,15.5,62.1,7.4
Bulawayo,Bulawayo,2025-12-10,63.5,27.4,10.1,62.5,23.9
Bulawayo,Bulawayo,2025-12-11,20.0,20.6,18.1,83.7,2.3
Bulawayo,Bulawayo,2025-12-12,75.0,25.4,19.4,65.7,26.7
Bulawayo,Bulawayo,2025-12-13,62.9,20.4,10.7,58.9,3.9
Bulawayo,Bulawayo,2025-12-14,36.9,34.3,12.9,56.9,11.5
Bulawayo,Bulawayo,2025-12-15,50.4,22.9,12.6,77.2,24.3
Bulawayo,Bulawayo,2025-12-16,63.1,31.6,14.6,70.1,11.6
Bulawayo,Bulawayo,2025-12-17,8.1,25.9,11.6,51.5,8.9
Bulawayo,Bulawayo,2025-12-18,47.9,25.4,17.1,58.2,27.6
Bulawayo,Bulawayo,2025-12-19,7.3,30.3,16.7,82.3,11.1
Bulawayo,Bulawayo,2025-12-20,24.4,22.6,12.7,57.6,25.1
Bulawayo,Bulawayo,2025-12-21,22.7,22.4,12.7,35.6,27.8
Bulawayo,Bulawayo,2025-12-22,69.8,24.6,12.5,79.8,0.1
Bulawayo,Bulawayo,2025-12-23,48.0,33.7,15.1,30.2,6.6
Bulawayo,Bulawayo,2025-12-24,73.8,20.3,13.9,73.4,25.1
Bulawayo,Bulawayo,2025-12-25,38.2,23.5,16.0,44.5,7.7
Bulawayo,Bulawayo,2025-12-26,64.6,22.3,10.1,48.5,14.7
Bulawayo,Bulawayo,2025-12-27,56.4,31.7,16.6,64.5,20.0
Bulawayo,Bulawayo,2025-12-28,21.7,25.7,16.2,33.6,8.9
Bulawayo,Bulawayo,2025-12-29,32.5,28.0,14.9,69.5,14.2
Bulawayo,Bulawayo,2025-12-30,72.3,25.7,15.3,30.2,9.3
Bulawayo,Bulawayo,2025-12-31,69.3,25.0,12.5,59.9,2.4
Bulawayo,Bulawayo,2026-01-01,42.5,24.6,13.8,73.5,19.9
Bulawayo,Bulawayo,2026-01-02,35.7,28.7,17.7,71.0,5.6
Bulawayo,Bulawayo,2026-01-03,24.1,25.2,11.9,30.7,5.2
Bulawayo,Bulawayo,2026-01-04,64.7,28.2,13.4,63.5,22.2
Bulawayo,Bulawayo,2026-01-05,28.4,27.0,10.6,62.8,10.7
Bulawayo,Bulawayo,2026-01-06,34.7,26.3,16.3,61.5,12.7
Bulawayo,Bulawayo,2026-01-07,1.4,29.3,18.8,72.3,29.4
Bulawayo,Bulawayo,2026-01-08,11.1,23.3,15.4,43.0,1.0
Bulawayo,Bulawayo,2026-01-09,32.2,24.3,12.6,82.4,7.2
Bulawayo,Bulawayo,2026-01-10,10.4,21.9,18.1,69.3,3.9
Bulawayo,Bulawayo,2026-01-11,17.6,31.2,12.7,84.0,16.2
Bulawayo,Bulawayo,2026-01-12,15.4,32.9,13.2,45.9,9.8
Bulawayo,Bulawayo,2026-01-13,61.5,22.6,13.8,31.7,24.8
Bulawayo,Bulawayo,2026-01-14,27.3,23.7,15.8,68.8,24.4
Bulawayo,Bulawayo,2026-01-15,27.8,32.2,14.6,35.6,25.4
Bulawayo,Bulawayo,2026-01-16,43.8,29.0,19.4,60.8,0.2
Bulawayo,Bulawayo,2026-01-17,69.6,24.3,15.0,41.3,8.9
Bulawayo,Bulawayo,2026-01-18,54.9,26.4,16.3,75.3,10.2
Bulawayo,Bulawayo,2026-01-19,45.5,31.7,17.2,59.7,11.5
Bulawayo,Bulawayo,2026-01-20,32.6,26.5,13.5,68.4,3.8
Bulawayo,Bulawayo,2026-01-21,77.4,31.7,13.0,32.3,21.3
Bulawayo,Bulawayo,2026-01-22,58.7,34.5,12.5,34.5,27.5
Bulawayo,Bulawayo,2026-01-23,20.7,30.8,10.6,71.8,3.8
Bulawayo,Bulawayo,2026-01-24,55.6,28.0,19.6,32.0,8.8
Bulawayo,Bulawayo,2026-01-25,5.6,33.2,15.9,59.4,3.9
Bulawayo,Bulawayo,2026-01-26,39.1,26.0,13.2,72.5,1.8
Bulawayo,Bulawayo,2026-01-27,51.7,32.3,19.1,71.0,8.5
Bulawayo,Bulawayo,2026-01-28,48.0,22.1,11.2,65.1,25.5
Bulawayo,Bulawayo,2026-01-29,5.4,21.6,15.7,42.0,18.4
Bulawayo,Bulawayo,2026-01-30,17.2,21.7,15.5,77.4,20.6
Bulawayo,Bulawayo,2026-01-31,65.5,24.0,18.9,50.7,25.6
Bulawayo,Bulawayo,2026-02-01,37.7,24.0,12.6,61.2,2.4
Bulawayo,Bulawayo,2026-02-02,74.4,24.1,13.4,42.8,0.1
Bulawayo,Bulawayo,2026-02-03,55.4,28.9,18.1,32.3,27.9
Bulawayo,Bulawayo,2026-02-04,26.5,33.7,11.1,70.9,17.4
Bulawayo,Bulawayo,2026-02-05,28.7,21.2,16.0,31.5,15.0
Bulawayo,Bulawayo,2026-02-06,48.3,31.0,19.9,44.3,9.7
Bulawayo,Bulawayo,2026-02-07,27.3,31.0,19.3,83.6,28.4
Bulawayo,Bulawayo,2026-02-08,70.4,34.9,13.8,82.2,22.8
Bulawayo,Bulawayo,2026-02-09,13.5,20.7,12.1,72.8,19.0
Bulawayo,Bulawayo,2026-02-10,17.9,31.1,11.4,75.2,23.8
Bulawayo,Bulawayo,2026-02-11,77.8,22.3,19.1,48.8,12.5
Bulawayo,Bulawayo,2026-02-12,37.5,29.4,19.9,63.0,27.8
Bulawayo,Bulawayo,2026-02-13,20.4,26.0,15.0,47.8,29.3
Bulawayo,Bulawayo,2026-02-14,58.1,27.2,17.5,55.7,0.5
Bulawayo,Bulawayo,2026-02-15,43.5,29.4,19.8,32.2,15.4
Bulawayo,Bulawayo,2026-02-16,7.9,22.2,16.1,42.7,22.5
Bulawayo,Bulawayo,2026-02-17,41.1,23.3,14.9,30.0,25.9
Bulawayo,Bulawayo,2026-02-18,1.0,20.1,16.1,83.5,25.7
Bulawayo,Bulawayo,2026-02-19,20.2,23.0,16.3,75.2,10.9
Bulawayo,Bulawayo,2026-02-20,34.6,21.7,11.5,61.3,3.1
Bulawayo,Bulawayo,2026-02-21,16.2,23.5,14.4,32.5,15.0
Bulawayo,Bulawayo,2026-02-22,74.3,20.4,16.3,76.0,9.4
Bulawayo,Bulawayo,2026-02-23,10.5,20.7,16.4,60.4,6.9
Bulawayo,Bulawayo,2026-02-24,66.5,31.0,12.8,71.4,7.3
Bulawayo,Bulawayo,2026-02-25,54.0,21.8,16.9,43.1,17.2
Bulawayo,Bulawayo,2026-02-26,13.8,30.9,10.6,39.1,5.5
Bulawayo,Bulawayo,2026-02-27,3.3,31.2,19.8,72.8,25.8
Bulawayo,Bulawayo,2026-02-28,0.5,21.8,15.6,83.8,19.8
Bulawayo,Bulawayo,2026-03-01,29.9,22.2,11.5,50.0,21.4
Bulawayo,Bulawayo,2026-03-02,2.5,32.8,19.4,78.9,27.4
Bulawayo,Bulawayo,2026-03-03,1.2,34.7,13.7,77.8,5.6
Bulawayo,Bulawayo,2026-03-04,35.7,20.7,10.4,81.9,24.3
Bulawayo,Bulawayo,2026-03-05,42.4,27.9,17.5,48.8,22.9
Bulawayo,Bulawayo,2026-03-06,38.8,29.6,19.6,55.9,12.6
Bulawayo,Bulawayo,2026-03-07,72.5,33.5,19.9,60.3,10.3
Bulawayo,Bulawayo,2026-03-08,19.2,20.5,17.3,42.8,18.2
Bulawayo,Bulawayo,2026-03-09,73.3,34.3,10.0,47.4,25.1
Bulawayo,Bulawayo,2026-03-10,42.9,32.1,18.5,54.3,10.8
Bulawayo,Bulawayo,2026-03-11,36.4,29.8,13.7,72.6,27.1
Bulawayo,Bulawayo,2026-03-12,22.6,34.5,16.2,78.3,3.1
Bulawayo,Bulawayo,2026-03-13,20.1,24.8,13.0,39.5,26.0
Bulawayo,Bulawayo,2026-03-14,33.5,34.4,15.8,37.6,16.4
Bulawayo,Bulawayo,2026-03-15,79.5,28.5,10.0,81.3,7.0
Bulawayo,Bulawayo,2026-03-16,55.1,27.7,13.3,45.5,27.9
Bulawayo,Bulawayo,2026-03-17,73.0,27.7,12.6,35.6,4.7
Bulawayo,Bulawayo,2026-03-18,41.8,24.6,10.4,55.0,22.4
Bulawayo,Bulawayo,2026-03-19,71.3,28.8,17.2,50.0,14.9
Bulawayo,Bulawayo,2026-03-20,58.4,30.9,14.2,59.9,27.7
Bulawayo,Bulawayo,2026-03-21,50.6,29.6,17.8,36.3,15.7
Bulawayo,Bulawayo,2026-03-22,76.8,25.4,12.9,63.1,6.6
Bulawayo,Bulawayo,2026-03-23,44.5,22.3,15.8,63.1,12.6
Bulawayo,Bulawayo,2026-03-24,30.6,23.7,13.3,57.4,7.4
Bulawayo,Bulawayo,2026-03-25,62.6,30.6,12.7,35.4,0.0
Bulawayo,Bulawayo,2026-03-26,47.7,23.2,10.1,49.7,28.9
Bulawayo,Bulawayo,2026-03-27,55.2,32.9,11.4,34.0,0.3
Bulawayo,Bulawayo,2026-03-28,76.5,24.5,14.6,51.7,21.9
Bulawayo,Bulawayo,2026-03-29,24.8,28.0,20.0,54.4,16.5
Bulawayo,Bulawayo,2026-03-30,40.2,32.0,12.7,39.4,22.6
Bulawayo,Bulawayo,2026-03-31,33.2,33.7,16.4,61.0,2.1
Bulawayo,Bulawayo,2026-04-01,58.4,30.3,16.4,44.7,28.4
Bulawayo,Bulawayo,2026-04-02,25.7,22.3,19.9,71.0,12.4
Bulawayo,Bulawayo,2026-04-03,74.9,21.4,10.9,67.5,5.3
Bulawayo,Bulawayo,2026-04-04,73.4,32.6,13.1,78.9,1.3
Mutare,Manicaland,2025-04-05,43.9,34.0,18.6,49.6,5.5
Mutare,Manicaland,2025-04-06,16.8,27.7,16.0,31.8,12.4
